Equipe;Categoria;Acertou;Pergunta;Quem Respondeu;Usou Ajuda;Data;
A;Brigada de Incêndio;Não;Pergunta 10?;Robert;Não;10/08/2023 21:54:48
A;Brigada de Incêndio;Não;Pergunta 20?;Tarcisio;Sim;10/08/2023 21:54:48
A;Brigada de Incêndio;Não;Pergunta 04?;Vinicíus;Sim;10/08/2023 21:54:48
A;Brigada de Incêndio;Não;Pergunta 02?;ANDERSON 02;Não;10/08/2023 21:54:48
A;Brigada de Incêndio;Não;Pergunta 03?;André;Não;10/08/2023 21:54:48
A;Brigada de Incêndio;Sim;Pergunta 12?;Wilian;Não;10/08/2023 21:54:48
A;Brigada de Incêndio;Sim;Pergunta 07?;Anderson;Não;10/08/2023 21:54:48
A;Brigada de Incêndio;Sim;Pergunta 18?;Carlos;Não;10/08/2023 21:54:48
A;Brigada de Incêndio;Não;Pergunta 16?;ANDERSON 01 ;Não;10/08/2023 21:54:48
A;Brigada de Incêndio;Não;Qual é o extintor correto para utilização em sinistro em equipamentos energizados?;Alcides;Não;10/08/2023 21:54:48
A;Brigada de Incêndio;Sim;Pergunta 17?;Amaral;Não;10/08/2023 21:54:48
A;Brigada de Incêndio;Sim;Pergunta 06?;Rodolfo;Não;10/08/2023 21:54:48
A;Brigada de Incêndio;Não;Pergunta 23?;Avila;Não;10/08/2023 21:54:48
A;Brigada de Incêndio;Não;Pergunta 05?;Uberam;Não;10/08/2023 21:54:48
A;Brigada de Incêndio;Sim;Pergunta 24?;Luiz;Não;10/08/2023 21:54:48
A;Brigada de Incêndio;Sim;Pergunta 01?;Daniel;Não;10/08/2023 21:54:48
A;Brigada de Incêndio;Sim;Pergunta 19?;Marcelo;Não;10/08/2023 21:54:48
B;Brigada de Incêndio;Sim;O que significa PQS?;Jaime;Sim;10/08/2023 21:54:48
B;Brigada de Incêndio;Sim;Pergunta 29?;BRUNO 02;Sim;10/08/2023 21:54:48
B;Brigada de Incêndio;Não;O que siginifica CO2?;Luiz Lemes;Não;10/08/2023 21:54:48
B;Brigada de Incêndio;Sim;Pergunta 13?;Vilson;Não;10/08/2023 21:54:48
B;Brigada de Incêndio;Sim;Pergunta 22?;Ivan;Não;10/08/2023 21:54:48
B;Brigada de Incêndio;Não;Pergunta 30?;Cida;Não;10/08/2023 21:54:48
B;Brigada de Incêndio;Sim;Pergunta 09?;BRUNO 01;Não;10/08/2023 21:54:48
B;Brigada de Incêndio;Sim;Pergunta 25?;Edson;Não;10/08/2023 21:54:48
B;Brigada de Incêndio;Sim;Pergunta 26?;Casão;Não;10/08/2023 21:54:48
B;Brigada de Incêndio;Sim;Pergunta 27?;Rosa;Não;10/08/2023 21:54:48
B;Brigada de Incêndio;Não;O que significa AP?;Ademir;Não;10/08/2023 21:54:48
B;Brigada de Incêndio;Não;Pergunta 28?;Neiton;Não;10/08/2023 21:54:48
B;Brigada de Incêndio;Não;Pergunta 14?;Carlosmar;Não;10/08/2023 21:54:48
B;Brigada de Incêndio;Não;Pergunta 21?;Essuelio;Não;10/08/2023 21:54:48
B;Brigada de Incêndio;Sim;Pergunta 08?;Ayrton;Não;10/08/2023 21:54:48
B;Brigada de Incêndio;Sim;Pergunta 11?;Gustavo;Não;10/08/2023 21:54:48
B;Brigada de Incêndio;Não;Pergunta 15?;Waldemir;Não;10/08/2023 21:54:48
